|Year | Sum | Alliance | Event | Match | Color|
|2004 | 3280 | [1075, 1292, 913] | 2004on | f4 | blue|
|2004 | 3246 | [1324, 765, 1157] | 2004co | qf1 | blue|
|2004 | 3246 | [1324, 765, 1157] | 2004co | qf2 | blue|
|2004 | 3246 | [1324, 765, 1157] | 2004co | qf3 | blue|
|2004 | 3246 | [1324, 765, 1157] | 2004co | sf1 | red|
|2004 | 3246 | [1324, 765, 1157] | 2004co | sf2 | red|
|2004 | 3125 | [1205, 624, 1296] | 2004tx | qf1 | red|
|2004 | 3125 | [1205, 624, 1296] | 2004tx | qf2 | red|
|2004 | 3085 | [877, 876, 1332] | 2004co | qf1 | red|
|2004 | 3085 | [877, 876, 1332] | 2004co | qf2 | red|
|2004 | 3085 | [877, 876, 1332] | 2004co | qf3 | red|
|2004 | 3085 | [877, 876, 1332] | 2004co | sf1 | blue|
|2004 | 3085 | [877, 876, 1332] | 2004co | sf2 | blue|
|2004 | 3056 | [1213, 1140, 703] | 2004dt | qf1 | blue|
|2004 | 3056 | [1213, 1140, 703] | 2004dt | qf2 | blue|
|2004 | 3039 | [961, 1097, 981] | 2004sac | qf1 | red|
|2004 | 3039 | [961, 1097, 981] | 2004sac | qf2 | red|
|2004 | 3039 | [961, 1097, 981] | 2004sac | qf3 | red|
|2004 | 3039 | [961, 1097, 981] | 2004sac | sf1 | blue|
|2004 | 3039 | [961, 1097, 981] | 2004sac | sf2 | blue|
|2004 | 3039 | [1351, 568, 1120] | 2004sj | qf1 | blue|
|2004 | 3039 | [1351, 568, 1120] | 2004sj | qf2 | blue|
|2004 | 3039 | [1351, 568, 1120] | 2004sj | qf3 | blue|
|2004 | 3039 | [1351, 568, 1120] | 2004sj | sf1 | red|
|2004 | 3039 | [1351, 568, 1120] | 2004sj | sf2 | red|
|2004 | 2907 | [1385, 610, 912] | 2004on | f4 | red|
|2004 | 2907 | [1385, 610, 912] | 2004on | qf1 | blue|
|2004 | 2907 | [1385, 610, 912] | 2004on | qf2 | blue|
|2004 | 2907 | [1385, 610, 912] | 2004on | qf3 | blue|
|2004 | 2878 | [1370, 1143, 365] | 2004pa | qf1 | blue|
|2004 | 2878 | [1370, 1143, 365] | 2004pa | qf2 | blue|
|2004 | 2875 | [1155, 380, 1340] | 2004ny | qf1 | blue|
|2004 | 2875 | [1155, 380, 1340] | 2004ny | qf2 | blue|
|2004 | 2875 | [1155, 380, 1340] | 2004ny | qf3 | blue|
|2004 | 2861 | [650, 1272, 939] | 2004mo |  | Finalist|
|2004 | 2849 | [972, 846, 1031] | 2004sj | qf1 | red|
|2004 | 2849 | [972, 846, 1031] | 2004sj | qf2 | red|
|2004 | 2849 | [972, 846, 1031] | 2004sj | qf3 | red|
|2004 | 2837 | [922, 660, 1255] | 2004tx | qf1 | blue|
|2004 | 2837 | [922, 660, 1255] | 2004tx | qf2 | blue|
|2004 | 2810 | [1138, 981, 691] | 2004ca | qf1 | red|
|2004 | 2810 | [991, 968, 851] | 2004ca | qf1 | blue|
|2004 | 2810 | [1138, 981, 691] | 2004ca | qf2 | red|
|2004 | 2810 | [991, 968, 851] | 2004ca | qf2 | blue|
|2004 | 2810 | [991, 968, 851] | 2004ca | sf1 | red|
|2004 | 2810 | [991, 968, 851] | 2004ca | sf2 | red|
|2004 | 2810 | [991, 968, 851] | 2004ca | sf3 | red|
|2004 | 2790 | [1345, 343, 1102] | 2004ga | qf1 | red|
|2004 | 2790 | [1345, 343, 1102] | 2004ga | qf2 | red|
|2004 | 2790 | [1345, 343, 1102] | 2004ga | qf3 | red|
|2004 | 2790 | [1345, 343, 1102] | 2004ga | sf1 | red|
|2004 | 2790 | [1345, 343, 1102] | 2004ga | sf2 | red|
|2004 | 2776 | [835, 869, 1072] | 2004sac | qf1 | red|
|2004 | 2776 | [835, 869, 1072] | 2004sac | qf2 | red|
|2004 | 2776 | [835, 869, 1072] | 2004sac | sf1 | blue|
|2004 | 2776 | [835, 869, 1072] | 2004sac | sf2 | blue|
|2004 | 2776 | [835, 869, 1072] | 2004sac | sf3 | blue|
|2004 | 2725 | [379, 1310, 1036] | 2004on | qf1 | blue|
|2004 | 2725 | [379, 1310, 1036] | 2004on | qf2 | blue|
|2004 | 2647 | [1010, 772, 865] | 2004on | f8 | red|
|2004 | 2647 | [1010, 772, 865] | 2004on | qf1 | blue|
|2004 | 2647 | [1010, 772, 865] | 2004on | qf2 | blue|
|2004 | 2647 | [1010, 772, 865] | 2004on | sf1 | blue|
|2004 | 2647 | [1010, 772, 865] | 2004on | sf2 | blue|
|2004 | 2647 | [1010, 772, 865] | 2004on | sf3 | blue|
|2004 | 2601 | [1038, 175, 1388] | 2004cmp | sf1 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cmp | sf2 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | f1 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | f2 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | qf1 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | qf2 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | qf3 | red|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | sf1 | blue|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | sf2 | blue|
|2004 | 2601 | [1038, 175, 1388] | 2004cur | sf3 | blue|
|2004 | 2601 | [175, 1038, 1388] | 2004cur |  | Winner|
|2004 | 2582 | [662, 982, 938] | 2004co | f1 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | f2 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | qf1 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | qf2 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | qf3 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | sf1 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co | sf2 | blue|
|2004 | 2582 | [662, 982, 938] | 2004co |  | Winner|
|2004 | 2581 | [1421, 456, 704] | 2004tx | qf1 | blue|
|2004 | 2581 | [1421, 456, 704] | 2004tx | qf2 | blue|
|2004 | 2581 | [1421, 456, 704] | 2004tx | sf1 | blue|
|2004 | 2581 | [1421, 456, 704] | 2004tx | sf2 | blue|
|2004 | 2581 | [1421, 456, 704] | 2004tx | sf3 | blue|
|2004 | 2560 | [599, 987, 974] | 2004ca | qf1 | blue|
|2004 | 2560 | [599, 987, 974] | 2004ca | qf2 | blue|
|2004 | 2560 | [599, 987, 974] | 2004ca | sf1 | blue|
|2004 | 2560 | [599, 987, 974] | 2004ca | sf2 | blue|
|2004 | 2560 | [599, 987, 974] | 2004ca | sf3 | blue|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | f1 | red|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | f2 | red|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | f3 | red|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | sf1 | blue|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | sf2 | blue|
|2004 | 2555 | [1218, 469, 868] | 2004cmp | sf3 | blue|
|2004 | 2555 | [469, 868, 1218] | 2004cmp |  | Finalist|
|2004 | 2555 | [1218, 469, 868] | 2004gal | f1 | red|
|2004 | 2555 | [1218, 469, 868] | 2004gal | f2 | red|
|2004 | 2555 | [1218, 469, 868] | 2004gal | qf1 | red|
|2004 | 2555 | [1218, 469, 868] | 2004gal | qf2 | red|
|2004 | 2555 | [1218, 469, 868] | 2004gal | sf1 | red|
|2004 | 2555 | [1218, 469, 868] | 2004gal | sf2 | red|
|2004 | 2555 | [469, 868, 1218] | 2004gal |  | Winner|
|2004 | 2546 | [1120, 945, 481] | 2004sac | f1 | blue|
|2004 | 2546 | [1120, 945, 481] | 2004sac | f2 | blue|
|2004 | 2546 | [1120, 945, 481] | 2004sac | qf1 | red|
|2004 | 2546 | [1120, 945, 481] | 2004sac | qf2 | red|
|2004 | 2546 | [1120, 945, 481] | 2004sac | sf1 | red|
|2004 | 2546 | [1120, 945, 481] | 2004sac | sf2 | red|
|2004 | 2546 | [1120, 945, 481] | 2004sac | sf3 | red|
|2004 | 2546 | [1120, 945, 481] | 2004sac |  | Finalist|
|2004 | 2530 | [814, 1458, 258] | 2004sj | qf1 | red|
|2004 | 2530 | [814, 1458, 258] | 2004sj | qf2 | red|
|2004 | 2530 | [814, 1458, 258] | 2004sj | qf3 | red|
|2004 | 2527 | [1083, 125, 1319] | 2004md | qf1 | red|
|2004 | 2527 | [1083, 125, 1319] | 2004md | qf2 | red|
|2004 | 2527 | [1083, 125, 1319] | 2004md | qf3 | red|
|2004 | 2527 | [1083, 125, 1319] | 2004md | sf1 | blue|
|2004 | 2527 | [1083, 125, 1319] | 2004md | sf2 | blue|
|2004 | 2498 | [538, 494, 1466] | 2004ga | qf1 | red|
|2004 | 2498 | [538, 494, 1466] | 2004ga | qf2 | red|
|2004 | 2498 | [538, 494, 1466] | 2004ga | qf3 | red|
|2004 | 2483 | [276, 1018, 1189] | 2004oh | qf1 | blue|
|2004 | 2483 | [276, 1018, 1189] | 2004oh | qf2 | blue|
|2004 | 2480 | [492, 1031, 957] | 2004or |  | Winner|
|2004 | 2461 | [393, 1250, 818] | 2004dt | qf1 | red|
|2004 | 2461 | [393, 1250, 818] | 2004dt | qf2 | red|
|2004 | 2429 | [909, 319, 1201] | 2004tx | qf1 | red|
|2004 | 2429 | [909, 319, 1201] | 2004tx | qf2 | red|
|2004 | 2429 | [909, 319, 1201] | 2004tx | qf3 | red|
|2004 | 2410 | [343, 1402, 665] | 2004sc | qf1 | red|
|2004 | 2410 | [343, 1402, 665] | 2004sc | qf2 | red|
|2004 | 2410 | [343, 1402, 665] | 2004sc | qf3 | red|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | f1 | blue|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | f2 | blue|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | qf1 | red|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | qf2 | red|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | qf3 | red|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | sf1 | blue|
|2004 | 2408 | [1243, 141, 1024] | 2004mi | sf2 | blue|
|2004 | 2408 | [1243, 141, 1024] | 2004mi |  | Winner|
|2004 | 2397 | [1278, 578, 541] | 2004oh | qf1 | red|
|2004 | 2397 | [1278, 578, 541] | 2004oh | qf2 | red|
|2004 | 2397 | [1278, 578, 541] | 2004oh | sf1 | blue|
|2004 | 2397 | [1278, 578, 541] | 2004oh | sf2 | blue|
|2004 | 2361 | [1266, 696, 399] | 2004ca | qf1 | red|
|2004 | 2361 | [1266, 696, 399] | 2004ca | qf2 | red|
|2004 | 2291 | [1190, 159, 942] | 2004co | qf1 | blue|
|2004 | 2291 | [1190, 159, 942] | 2004co | qf2 | blue|
|2004 | 2291 | [1190, 159, 942] | 2004co | qf3 | blue|
|2004 | 2265 | [1203, 496, 566] | 2004li | qf1 | blue|
|2004 | 2265 | [1203, 496, 566] | 2004li | qf2 | blue|
|2004 | 2264 | [1364, 34, 866] | 2004ga | f1 | red|
|2004 | 2264 | [1364, 34, 866] | 2004ga | f2 | red|
|2004 | 2264 | [1364, 34, 866] | 2004ga | qf1 | red|
|2004 | 2264 | [1364, 34, 866] | 2004ga | qf2 | red|
|2004 | 2264 | [1364, 34, 866] | 2004ga | sf1 | blue|
|2004 | 2264 | [1364, 34, 866] | 2004ga | sf2 | blue|
|2004 | 2264 | [1364, 34, 866] | 2004ga | sf3 | blue|
|2004 | 2264 | [1364, 34, 866] | 2004ga |  | Finalist|
|2004 | 2256 | [56, 1391, 809] | 2004pa | qf1 | red|
|2004 | 2256 | [56, 1391, 809] | 2004pa | qf2 | red|
|2004 | 2256 | [56, 1391, 809] | 2004pa | qf3 | red|
|2004 | 2256 | [56, 1391, 809] | 2004pa | sf1 | red|
|2004 | 2256 | [56, 1391, 809] | 2004pa | sf2 | red|
|2004 | 2256 | [56, 1391, 809] | 2004pa | sf3 | red|
|2004 | 2233 | [1427, 114, 692] | 2004sac | qf1 | blue|
|2004 | 2233 | [1427, 114, 692] | 2004sac | qf2 | blue|
|2004 | 2233 | [1051, 845, 337] | 2004sc | qf1 | red|
|2004 | 2233 | [1051, 845, 337] | 2004sc | qf2 | red|
|2004 | 2233 | [1051, 845, 337] | 2004sc | qf3 | red|
|2004 | 2215 | [589, 634, 992] | 2004ca | qf1 | blue|
|2004 | 2215 | [589, 634, 992] | 2004ca | qf2 | blue|
|2004 | 2215 | [589, 634, 992] | 2004ca | qf3 | blue|
|2004 | 2187 | [980, 236, 971] | 2004gal | qf1 | red|
|2004 | 2187 | [980, 236, 971] | 2004gal | qf2 | red|
|2004 | 2186 | [296, 781, 1109] | 2004on | f3 | blue|
|2004 | 2186 | [296, 781, 1109] | 2004on | qf1 | red|
|2004 | 2186 | [296, 781, 1109] | 2004on | qf2 | red|
|2004 | 2186 | [296, 781, 1109] | 2004on | qf3 | red|
|2004 | 2186 | [296, 781, 1109] | 2004on | sf1 | blue|
|2004 | 2186 | [296, 781, 1109] | 2004on | sf2 | blue|
|2004 | 2168 | [1188, 123, 857] | 2004dt | qf1 | blue|
|2004 | 2168 | [1188, 123, 857] | 2004dt | qf2 | blue|
|2004 | 2168 | [1188, 123, 857] | 2004dt | sf1 | blue|
|2004 | 2168 | [1188, 123, 857] | 2004dt | sf2 | blue|
|2004 | 2168 | [1114, 48, 1006] | 2004on | f1 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on | f2 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on | qf1 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on | qf2 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on | sf1 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on | sf2 | red|
|2004 | 2168 | [1114, 48, 1006] | 2004on |  | Finalist|
|2004 | 2141 | [841, 599, 701] | 2004sac | qf1 | blue|
|2004 | 2141 | [841, 599, 701] | 2004sac | qf2 | blue|
|2004 | 2141 | [841, 599, 701] | 2004sac | qf3 | blue|
|2004 | 2140 | [281, 456, 1403] | 2004new | qf1 | red|
|2004 | 2140 | [281, 456, 1403] | 2004new | qf2 | red|
|2004 | 2139 | [859, 279, 1001] | 2004oh | qf1 | red|
|2004 | 2139 | [859, 279, 1001] | 2004oh | qf2 | red|
|2004 | 2127 | [1212, 330, 585] | 2004az |  | Winner|
|2004 | 2116 | [486, 968, 662] | 2004new | qf1 | blue|
|2004 | 2116 | [486, 968, 662] | 2004new | qf2 | blue|
|2004 | 2116 | [486, 968, 662] | 2004new | qf3 | blue|
|2004 | 2094 | [546, 521, 1027] | 2004ct | qf1 | blue|
|2004 | 2094 | [546, 521, 1027] | 2004ct | qf2 | blue|
|2004 | 2077 | [971, 254, 852] | 2004sj | f1 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj | f2 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj | qf1 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj | qf2 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj | sf1 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj | sf2 | red|
|2004 | 2077 | [971, 254, 852] | 2004sj |  | Winner|
|2004 | 2071 | [100, 691, 1280] | 2004sj | f1 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | f2 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | qf1 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | qf2 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | qf3 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | sf1 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj | sf2 | blue|
|2004 | 2071 | [100, 691, 1280] | 2004sj |  | Finalist|
|2004 | 2069 | [148, 462, 1459] | 2004tx | f1 | red|
|2004 | 2069 | [148, 462, 1459] | 2004tx | f2 | red|
|2004 | 2069 | [148, 462, 1459] | 2004tx | qf1 | blue|
|2004 | 2069 | [148, 462, 1459] | 2004tx | qf2 | blue|
|2004 | 2069 | [148, 462, 1459] | 2004tx | qf3 | blue|
|2004 | 2069 | [148, 462, 1459] | 2004tx | sf1 | red|
|2004 | 2069 | [148, 462, 1459] | 2004tx | sf2 | red|
|2004 | 2069 | [148, 462, 1459] | 2004tx | sf3 | red|
|2004 | 2069 | [148, 462, 1459] | 2004tx |  | Finalist|
|2004 | 2051 | [296, 647, 1108] | 2004gal | qf1 | blue|
|2004 | 2051 | [296, 647, 1108] | 2004gal | qf2 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | f1 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | f2 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | f3 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | qf1 | red|
|2004 | 2033 | [716, 45, 1272] | 2004arc | qf2 | red|
|2004 | 2033 | [716, 45, 1272] | 2004arc | qf3 | red|
|2004 | 2033 | [716, 45, 1272] | 2004arc | sf1 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | sf2 | blue|
|2004 | 2033 | [716, 45, 1272] | 2004arc | sf3 | blue|
|2004 | 2033 | [45, 716, 1272] | 2004arc |  | Finalist|
|2004 | 2020 | [563, 1114, 343] | 2004cur | qf1 | blue|
|2004 | 2020 | [563, 1114, 343] | 2004cur | qf2 | blue|
|2004 | 2000 | [1257, 141, 602] | 2004md | qf1 | blue|
|2004 | 2000 | [1257, 141, 602] | 2004md | qf2 | blue|
|2004 | 2000 | [840, 473, 687] | 2004sj | qf1 | blue|
|2004 | 2000 | [840, 473, 687] | 2004sj | qf2 | blue|
|2004 | 2000 | [840, 473, 687] | 2004sj | qf3 | blue|
|2004 | 2000 | [840, 473, 687] | 2004sj | sf1 | blue|
|2004 | 2000 | [840, 473, 687] | 2004sj | sf2 | blue|
|2004 | 1972 | [418, 1108, 446] | 2004tx | qf1 | blue|
|2004 | 1972 | [418, 1108, 446] | 2004tx | qf2 | blue|
|2004 | 1972 | [418, 1108, 446] | 2004tx | qf3 | blue|
|2004 | 1962 | [254, 753, 955] | 2004sac | f1 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac | f2 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac | qf1 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac | qf2 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac | sf1 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac | sf2 | red|
|2004 | 1962 | [254, 753, 955] | 2004sac |  | Winner|
|2004 | 1922 | [1051, 590, 281] | 2004ga | qf1 | blue|
|2004 | 1922 | [1051, 590, 281] | 2004ga | qf2 | blue|
|2004 | 1905 | [533, 809, 563] | 2004li | qf1 | blue|
|2004 | 1905 | [533, 809, 563] | 2004li | qf2 | blue|
|2004 | 1903 | [211, 1114, 578] | 2004pit |  | Finalist|
|2004 | 1870 | [1405, 16, 449] | 2004md | f1 | blue|
|2004 | 1870 | [1405, 16, 449] | 2004md | f2 | blue|
|2004 | 1870 | [1405, 16, 449] | 2004md | f3 | blue|
|2004 | 1870 | [1405, 16, 449] | 2004md | qf1 | red|
|2004 | 1870 | [1405, 16, 449] | 2004md | qf2 | red|
|2004 | 1870 | [1405, 16, 449] | 2004md | qf3 | red|
|2004 | 1870 | [1405, 16, 449] | 2004md | sf1 | red|
|2004 | 1870 | [1405, 16, 449] | 2004md | sf2 | red|
|2004 | 1870 | [1405, 16, 449] | 2004md |  | Winner|
|2004 | 1866 | [1370, 293, 203] | 2004md | qf1 | blue|
|2004 | 1866 | [1370, 293, 203] | 2004md | qf2 | blue|
|2004 | 1866 | [1370, 293, 203] | 2004md | qf3 | blue|
|2004 | 1857 | [115, 670, 1072] | 2004sj | qf1 | blue|
|2004 | 1857 | [115, 670, 1072] | 2004sj | qf2 | blue|
|2004 | 1848 | [348, 694, 806] | 2004ny | qf1 | red|
|2004 | 1848 | [348, 694, 806] | 2004ny | qf2 | red|
|2004 | 1829 | [871, 870, 88] | 2004li | qf1 | blue|
|2004 | 1829 | [871, 870, 88] | 2004li | qf2 | blue|
|2004 | 1829 | [871, 870, 88] | 2004li | sf1 | blue|
|2004 | 1829 | [871, 870, 88] | 2004li | sf2 | blue|
|2004 | 1827 | [545, 1019, 263] | 2004li | qf1 | blue|
|2004 | 1827 | [545, 1019, 263] | 2004li | qf2 | blue|
|2004 | 1784 | [639, 33, 1112] | 2004on | f1 | blue|
|2004 | 1784 | [639, 33, 1112] | 2004on | f2 | blue|
|2004 | 1784 | [639, 33, 1112] | 2004on | f5 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | qf1 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | qf2 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | qf3 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | sf1 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | sf2 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on | sf3 | red|
|2004 | 1784 | [639, 33, 1112] | 2004on |  | Winner|
|2004 | 1763 | [1218, 341, 204] | 2004pa | qf1 | blue|
|2004 | 1763 | [1218, 341, 204] | 2004pa | qf2 | blue|
|2004 | 1752 | [224, 522, 1006] | 2004cur | qf1 | blue|
|2004 | 1752 | [224, 522, 1006] | 2004cur | qf2 | blue|
|2004 | 1752 | [224, 522, 1006] | 2004cur | sf1 | red|
|2004 | 1752 | [224, 522, 1006] | 2004cur | sf2 | red|
|2004 | 1752 | [224, 522, 1006] | 2004cur | sf3 | red|
|2004 | 1737 | [406, 1023, 308] | 2004dt | qf1 | red|
|2004 | 1737 | [406, 1023, 308] | 2004dt | qf2 | red|
|2004 | 1737 | [406, 1023, 308] | 2004dt | sf1 | blue|
|2004 | 1737 | [406, 1023, 308] | 2004dt | sf2 | blue|
|2004 | 1737 | [406, 1023, 308] | 2004dt | sf3 | blue|
|2004 | 1727 | [818, 900, 9] | 2004sc | qf1 | blue|
|2004 | 1727 | [818, 900, 9] | 2004sc | qf2 | blue|
|2004 | 1713 | [1008, 326, 379] | 2004oh | qf1 | blue|
|2004 | 1713 | [1008, 326, 379] | 2004oh | qf2 | blue|
|2004 | 1691 | [222, 64, 1405] | 2004gal | qf1 | red|
|2004 | 1691 | [222, 64, 1405] | 2004gal | qf2 | red|
|2004 | 1691 | [222, 64, 1405] | 2004gal | sf1 | blue|
|2004 | 1691 | [222, 64, 1405] | 2004gal | sf2 | blue|
|2004 | 1688 | [233, 311, 1144] | 2004fl |  | Finalist|
|2004 | 1672 | [5, 1319, 348] | 2004sc | qf1 | red|
|2004 | 1672 | [5, 1319, 348] | 2004sc | qf2 | red|
|2004 | 1672 | [5, 1319, 348] | 2004sc | sf1 | blue|
|2004 | 1672 | [5, 1319, 348] | 2004sc | sf2 | blue|
|2004 | 1668 | [271, 1302, 95] | 2004sc | f1 | red|
|2004 | 1668 | [271, 1302, 95] | 2004sc | f2 | red|
|2004 | 1668 | [271, 1302, 95] | 2004sc | f3 | red|
|2004 | 1668 | [271, 1302, 95] | 2004sc | qf1 | blue|
|2004 | 1668 | [271, 1302, 95] | 2004sc | qf2 | blue|
|2004 | 1668 | [271, 1302, 95] | 2004sc | qf3 | blue|
|2004 | 1668 | [271, 1302, 95] | 2004sc | sf1 | red|
|2004 | 1668 | [271, 1302, 95] | 2004sc | sf2 | red|
|2004 | 1668 | [271, 1302, 95] | 2004sc |  | Finalist|
|2004 | 1654 | [311, 1114, 229] | 2004li | f1 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | f2 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | f3 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | qf1 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | qf2 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | sf1 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li | sf2 | red|
|2004 | 1654 | [311, 1114, 229] | 2004li |  | Winner|
|2004 | 1649 | [648, 56, 945] | 2004arc | qf1 | blue|
|2004 | 1649 | [648, 56, 945] | 2004arc | qf2 | blue|
|2004 | 1649 | [648, 56, 945] | 2004arc | qf3 | blue|
|2004 | 1647 | [515, 830, 302] | 2004mi | qf1 | blue|
|2004 | 1647 | [515, 830, 302] | 2004mi | qf2 | blue|
|2004 | 1609 | [1319, 233, 57] | 2004cur | qf1 | red|
|2004 | 1609 | [1319, 233, 57] | 2004cur | qf2 | red|
|2004 | 1606 | [393, 433, 780] | 2004sc | qf1 | blue|
|2004 | 1606 | [393, 433, 780] | 2004sc | qf2 | blue|
|2004 | 1606 | [393, 433, 780] | 2004sc | qf3 | blue|
|2004 | 1606 | [393, 433, 780] | 2004sc | sf1 | blue|
|2004 | 1606 | [393, 433, 780] | 2004sc | sf2 | blue|
|2004 | 1585 | [515, 33, 1037] | 2004dt | qf1 | red|
|2004 | 1585 | [515, 33, 1037] | 2004dt | qf2 | red|
|2004 | 1578 | [903, 235, 440] | 2004dt | qf1 | blue|
|2004 | 1578 | [903, 235, 440] | 2004dt | qf2 | blue|
|2004 | 1558 | [358, 87, 1113] | 2004pa | qf1 | blue|
|2004 | 1558 | [358, 87, 1113] | 2004pa | qf2 | blue|
|2004 | 1558 | [358, 87, 1113] | 2004pa | qf3 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca | f1 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca | f2 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca | qf1 | red|
|2004 | 1549 | [1197, 330, 22] | 2004ca | qf2 | red|
|2004 | 1549 | [1197, 330, 22] | 2004ca | qf3 | red|
|2004 | 1549 | [1197, 330, 22] | 2004ca | sf1 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca | sf2 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca | sf3 | blue|
|2004 | 1549 | [1197, 330, 22] | 2004ca |  | Finalist|
|2004 | 1540 | [525, 461, 554] | 2004il | qf1 | blue|
|2004 | 1540 | [525, 461, 554] | 2004il | qf2 | blue|
|2004 | 1533 | [1126, 67, 340] | 2004cmp | sf1 | red|
|2004 | 1533 | [1126, 67, 340] | 2004cmp | sf2 | red|
|2004 | 1533 | [1126, 67, 340] | 2004cmp | sf3 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | f1 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | f2 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | f3 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | qf1 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | qf2 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | qf3 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | sf1 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | sf2 | red|
|2004 | 1533 | [1126, 67, 340] | 2004new | sf3 | red|
|2004 | 1533 | [67, 340, 1126] | 2004new |  | Winner|
|2004 | 1533 | [340, 67, 1126] | 2004oh | f1 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh | f2 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh | qf1 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh | qf2 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh | sf1 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh | sf2 | red|
|2004 | 1533 | [340, 67, 1126] | 2004oh |  | Winner|
|2004 | 1520 | [967, 16, 537] | 2004mo |  | Winner|
|2004 | 1517 | [571, 716, 230] | 2004ct | f1 | blue|
|2004 | 1517 | [571, 716, 230] | 2004ct | f2 | blue|
|2004 | 1517 | [571, 716, 230] | 2004ct | qf1 | red|
